LEAGUE,FTR,FTSC,MATCH_URL,SEASON,HOMETEAM,TIME,FTHG,AVOD,AWAYTEAM,AVOA,COUNTRY,DATE,ODDS_TYPE,FTAG,AVOH,TIMESTAMP,PAGE_URL
Bundesliga,A,1:5,http://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-b-monchengladbach-YeoLg1zU/,2015,Eintracht Frankfurt,16:30,1,3.48,B. Monchengladbach,2.70,Germany,17-10-2015,EU Odds,5,2.59,1445099400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,A,0:2,http://www.oddsportal.com/soccer/germany/bundesliga/augsburg-darmstadt-xUiCeN5H/,2015,Augsburg,13:30,0,3.52,Darmstadt,4.43,Germany,17-10-2015,EU Odds,2,1.87,1445088600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,D,0:0,http://www.oddsportal.com/soccer/germany/bundesliga/hamburger-bayer-leverkusen-U3l4cqy5/,2015,Hamburger SV,13:30,0,3.60,Bayer Leverkusen,1.87,Germany,17-10-2015,EU Odds,0,4.34,1445088600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,H,2:1,http://www.oddsportal.com/soccer/germany/bundesliga/schalke-hertha-berlin-8l0ea56h/,2015,Schalke,13:30,2,3.57,Hertha Berlin,3.98,Germany,17-10-2015,EU Odds,1,1.95,1445088600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,A,0:1,http://www.oddsportal.com/soccer/germany/bundesliga/werder-bremen-bayern-munich-GKjGfsLN/,2015,Werder Bremen,13:30,0,7.51,Bayern Munich,1.19,Germany,17-10-2015,EU Odds,1,14.90,1445088600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,H,4:2,http://www.oddsportal.com/soccer/germany/bundesliga/wolfsburg-hoffenheim-nuaabPLb/,2015,Wolfsburg,13:30,4,4.28,Hoffenheim,5.40,Germany,17-10-2015,EU Odds,2,1.61,1445088600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,A,0:2,http://www.oddsportal.com/soccer/germany/bundesliga/mainz-dortmund-l8LUD4Lo/,2015,Mainz,18:30,0,4.69,Dortmund,1.49,Germany,16-10-2015,EU Odds,2,6.27,1445020200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/bayer-leverkusen-augsburg-hIwQqQ65/,2015,Bayer Leverkusen,15:30,1,4.93,Augsburg,7.98,Germany,04-10-2015,EU Odds,1,1.40,1443972600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,H,5:1,http://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-dortmund-K4uIonxg/,2015,Bayern Munich,15:30,5,4.45,Dortmund,6.16,Germany,04-10-2015,EU Odds,1,1.53,1443972600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,A,0:3,http://www.oddsportal.com/soccer/germany/bundesliga/schalke-koln-ERvMp6ia/,2015,Schalke,13:30,0,3.89,Koln,4.73,Germany,04-10-2015,EU Odds,3,1.74,1443965400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,H,2:0,http://www.oddsportal.com/soccer/germany/bundesliga/b-monchengladbach-wolfsburg-AgYUrpMB/,2015,B. Monchengladbach,13:30,2,3.41,Wolfsburg,2.56,Germany,03-10-2015,EU Odds,0,2.78,1443879000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,H,1:0,http://www.oddsportal.com/soccer/germany/bundesliga/hannover-werder-bremen-lpXYs4yI/,2015,Hannover,13:30,1,3.45,Werder Bremen,2.91,Germany,03-10-2015,EU Odds,0,2.44,1443879000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,H,3:0,http://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-hamburger-r7WxsOjO/,2015,Hertha Berlin,13:30,3,3.28,Hamburger SV,3.39,Germany,03-10-2015,EU Odds,0,2.24,1443879000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,D,2:2,http://www.oddsportal.com/soccer/germany/bundesliga/hoffenheim-vfb-stuttgart-dAzstr6U/,2015,Hoffenheim,13:30,2,3.66,VfB Stuttgart,2.80,Germany,03-10-2015,EU Odds,2,2.41,1443879000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,H,2:0,http://www.oddsportal.com/soccer/germany/bundesliga/ingolstadt-eintracht-frankfurt-MX1m1Ryt/,2015,Ingolstadt,13:30,2,3.31,Eintracht Frankfurt,2.80,Germany,03-10-2015,EU Odds,0,2.59,1443879000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,A,2:3,http://www.oddsportal.com/soccer/germany/bundesliga/darmstadt-mainz-0O0i0oin/,2015,Darmstadt,18:30,2,3.28,Mainz,2.41,Germany,02-10-2015,EU Odds,3,3.10,1443810600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,D,2:2,http://www.oddsportal.com/soccer/germany/bundesliga/dortmund-darmstadt-6qQwoFor/,2015,Dortmund,15:30,2,8.78,Darmstadt,20.88,Germany,27-09-2015,EU Odds,2,1.14,1443367800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/3/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-hertha-berlin-2V9t5zwE/,2015,Eintracht Frankfurt,13:30,1,3.55,Hertha Berlin,3.84,Germany,27-09-2015,EU Odds,1,1.99,1443360600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:1,http://www.oddsportal.com/soccer/germany/bundesliga/hamburger-schalke-vcOoqgGf/,2015,Hamburger SV,16:30,0,3.48,Schalke,2.50,Germany,26-09-2015,EU Odds,1,2.82,1443285000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,1:3,http://www.oddsportal.com/soccer/germany/bundesliga/augsburg-hoffenheim-zPHfsXp7/,2015,Augsburg,13:30,1,3.52,Hoffenheim,3.05,Germany,26-09-2015,EU Odds,3,2.31,1443274200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:3,http://www.oddsportal.com/soccer/germany/bundesliga/mainz-bayern-munich-MJMEnSMn/,2015,Mainz,13:30,0,6.46,Bayern Munich,1.24,Germany,26-09-2015,EU Odds,3,12.36,1443274200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,1:3,http://www.oddsportal.com/soccer/germany/bundesliga/vfb-stuttgart-b-monchengladbach-h0SkrDV0/,2015,VfB Stuttgart,13:30,1,3.64,B. Monchengladbach,3.44,Germany,26-09-2015,EU Odds,3,2.07,1443274200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:3,http://www.oddsportal.com/soccer/germany/bundesliga/werder-bremen-bayer-leverkusen-EFGbti0D/,2015,Werder Bremen,13:30,0,3.64,Bayer Leverkusen,1.97,Germany,26-09-2015,EU Odds,3,3.85,1443274200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/wolfsburg-hannover-pzPspZ0l/,2015,Wolfsburg,13:30,1,4.73,Hannover,7.34,Germany,26-09-2015,EU Odds,1,1.44,1443274200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/koln-ingolstadt-veX9m87t/,2015,Koln,18:30,1,3.33,Ingolstadt,3.74,Germany,25-09-2015,EU Odds,1,2.10,1443205800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,4:2,http://www.oddsportal.com/soccer/germany/bundesliga/b-monchengladbach-augsburg-z3tKUg11/,2015,B. Monchengladbach,18:00,4,3.40,Augsburg,3.53,Germany,23-09-2015,EU Odds,2,2.14,1443031200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,1:0,http://www.oddsportal.com/soccer/germany/bundesliga/bayer-leverkusen-mainz-6TyGVZoe/,2015,Bayer Leverkusen,18:00,1,4.47,Mainz,6.60,Germany,23-09-2015,EU Odds,0,1.50,1443031200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,1:3,http://www.oddsportal.com/soccer/germany/bundesliga/hannover-vfb-stuttgart-EguOTDG7/,2015,Hannover,18:00,1,3.52,VfB Stuttgart,2.33,Germany,23-09-2015,EU Odds,3,3.02,1443031200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/hoffenheim-dortmund-U1NAiH8E/,2015,Hoffenheim,18:00,1,5.25,Dortmund,1.38,Germany,23-09-2015,EU Odds,1,8.03,1443031200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:0,http://www.oddsportal.com/soccer/germany/bundesliga/schalke-eintracht-frankfurt-SxwCWFWl/,2015,Schalke,18:00,2,3.83,Eintracht Frankfurt,3.83,Germany,23-09-2015,EU Odds,0,1.93,1443031200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,5:1,http://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-wolfsburg-pEm7XeHr/,2015,Bayern Munich,18:00,5,6.17,Wolfsburg,11.67,Germany,22-09-2015,EU Odds,1,1.27,1442944800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:1,http://www.oddsportal.com/soccer/germany/bundesliga/darmstadt-werder-bremen-2FLIkewR/,2015,Darmstadt,18:00,2,3.38,Werder Bremen,2.46,Germany,22-09-2015,EU Odds,1,2.93,1442944800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:0,http://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-koln-GbJ6hcg8/,2015,Hertha Berlin,18:00,2,3.34,Koln,2.96,Germany,22-09-2015,EU Odds,0,2.45,1442944800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:1,http://www.oddsportal.com/soccer/germany/bundesliga/ingolstadt-hamburger-OOMEjyOK/,2015,Ingolstadt,18:00,0,3.27,Hamburger SV,3.13,Germany,22-09-2015,EU Odds,1,2.38,1442944800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:0,http://www.oddsportal.com/soccer/germany/bundesliga/augsburg-hannover-tt5OuK92/,2015,Augsburg,15:30,2,3.47,Hannover,3.68,Germany,20-09-2015,EU Odds,0,2.07,1442763000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,3:0,http://www.oddsportal.com/soccer/germany/bundesliga/dortmund-bayer-leverkusen-hKOTJxmq/,2015,Dortmund,15:30,3,3.97,Bayer Leverkusen,5.04,Germany,20-09-2015,EU Odds,0,1.69,1442763000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:1,http://www.oddsportal.com/soccer/germany/bundesliga/vfb-stuttgart-schalke-SxHtHzX1/,2015,VfB Stuttgart,13:30,0,3.61,Schalke,2.84,Germany,20-09-2015,EU Odds,1,2.42,1442755800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:3,http://www.oddsportal.com/soccer/germany/bundesliga/darmstadt-bayern-munich-ALduxx9R/,2015,Darmstadt,13:30,0,6.20,Bayern Munich,1.24,Germany,19-09-2015,EU Odds,3,13.17,1442669400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,0:0,http://www.oddsportal.com/soccer/germany/bundesliga/hamburger-eintracht-frankfurt-EZCxIGHe/,2015,Hamburger SV,13:30,0,3.49,Eintracht Frankfurt,2.83,Germany,19-09-2015,EU Odds,0,2.48,1442669400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,1:0,http://www.oddsportal.com/soccer/germany/bundesliga/koln-b-monchengladbach-x8bXwbvF/,2015,Koln,13:30,1,3.36,B. Monchengladbach,2.94,Germany,19-09-2015,EU Odds,0,2.46,1442669400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:1,http://www.oddsportal.com/soccer/germany/bundesliga/werder-bremen-ingolstadt-KW3SvvP8/,2015,Werder Bremen,13:30,0,3.49,Ingolstadt,3.80,Germany,19-09-2015,EU Odds,1,2.03,1442669400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:0,http://www.oddsportal.com/soccer/germany/bundesliga/wolfsburg-hertha-berlin-WANXId2k/,2015,Wolfsburg,13:30,2,3.97,Hertha Berlin,5.51,Germany,19-09-2015,EU Odds,0,1.65,1442669400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,3:1,http://www.oddsportal.com/soccer/germany/bundesliga/mainz-hoffenheim-GbcywIgL/,2015,Mainz,18:30,3,3.55,Hoffenheim,3.15,Germany,18-09-2015,EU Odds,1,2.25,1442601000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:1,http://www.oddsportal.com/soccer/germany/bundesliga/schalke-mainz-Cnle5wYk/,2015,Schalke,15:30,2,3.90,Mainz,4.62,Germany,13-09-2015,EU Odds,1,1.76,1442158200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,1:3,http://www.oddsportal.com/soccer/germany/bundesliga/hoffenheim-werder-bremen-dzObPbPL/,2015,Hoffenheim,13:30,1,3.72,Werder Bremen,3.72,Germany,13-09-2015,EU Odds,3,1.98,1442151000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,6:2,http://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-koln-6oVoS0u3/,2015,Eintracht Frankfurt,16:30,6,3.49,Koln,3.42,Germany,12-09-2015,EU Odds,2,2.16,1442075400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:1,http://www.oddsportal.com/soccer/germany/bundesliga/bayer-leverkusen-darmstadt-jwma4cmd/,2015,Bayer Leverkusen,13:30,0,5.89,Darmstadt,12.25,Germany,12-09-2015,EU Odds,1,1.26,1442064600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:1,http://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-augsburg-IPli6JIq/,2015,Bayern Munich,13:30,2,9.17,Augsburg,20.72,Germany,12-09-2015,EU Odds,1,1.13,1442064600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,2:4,http://www.oddsportal.com/soccer/germany/bundesliga/hannover-dortmund-08UkRKf9/,2015,Hannover,13:30,2,5.02,Dortmund,1.40,Germany,12-09-2015,EU Odds,4,8.01,1442064600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:1,http://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-vfb-stuttgart-EBYgQvAF/,2015,Hertha Berlin,13:30,2,3.47,VfB Stuttgart,2.74,Germany,12-09-2015,EU Odds,1,2.56,1442064600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,0:0,http://www.oddsportal.com/soccer/germany/bundesliga/ingolstadt-wolfsburg-zRM2OIvS/,2015,Ingolstadt,13:30,0,3.61,Wolfsburg,1.94,Germany,12-09-2015,EU Odds,0,4.01,1442064600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:3,http://www.oddsportal.com/soccer/germany/bundesliga/b-monchengladbach-hamburger-SfWsTtQd/,2015,B. Monchengladbach,18:30,0,3.95,Hamburger SV,5.07,Germany,11-09-2015,EU Odds,3,1.69,1441996200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:1,http://www.oddsportal.com/soccer/germany/bundesliga/werder-bremen-b-monchengladbach-hr5CD1Q9/,2015,Werder Bremen,15:30,2,3.48,B. Monchengladbach,2.45,Germany,30-08-2015,EU Odds,1,2.88,1440948600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,3:1,http://www.oddsportal.com/soccer/germany/bundesliga/dortmund-hertha-berlin-4MOHiK3j/,2015,Dortmund,13:30,3,6.96,Hertha Berlin,13.89,Germany,30-08-2015,EU Odds,1,1.21,1440941400,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,3:0,http://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-bayer-leverkusen-QVPDh0lp/,2015,Bayern Munich,16:30,3,5.24,Bayer Leverkusen,8.65,Germany,29-08-2015,EU Odds,0,1.37,1440865800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:1,http://www.oddsportal.com/soccer/germany/bundesliga/augsburg-ingolstadt-Ei68EsB3/,2015,Augsburg,13:30,0,3.53,Ingolstadt,4.50,Germany,29-08-2015,EU Odds,1,1.86,1440855000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,0:0,http://www.oddsportal.com/soccer/germany/bundesliga/darmstadt-hoffenheim-rXcPAaAS/,2015,Darmstadt,13:30,0,3.38,Hoffenheim,2.42,Germany,29-08-2015,EU Odds,0,2.99,1440855000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,2:1,http://www.oddsportal.com/soccer/germany/bundesliga/koln-hamburger-MH9GCLuG/,2015,Koln,13:30,2,3.69,Hamburger SV,4.70,Germany,29-08-2015,EU Odds,1,1.79,1440855000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,3:0,http://www.oddsportal.com/soccer/germany/bundesliga/mainz-hannover-088KBueM/,2015,Mainz,13:30,3,3.53,Hannover,3.86,Germany,29-08-2015,EU Odds,0,1.99,1440855000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,1:4,http://www.oddsportal.com/soccer/germany/bundesliga/vfb-stuttgart-eintracht-frankfurt-WSG3FNec/,2015,VfB Stuttgart,13:30,1,3.69,Eintracht Frankfurt,3.87,Germany,29-08-2015,EU Odds,4,1.94,1440855000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,3:0,http://www.oddsportal.com/soccer/germany/bundesliga/wolfsburg-schalke-IPCaG3ti/,2015,Wolfsburg,18:30,3,3.62,Schalke,3.48,Germany,28-08-2015,EU Odds,0,2.09,1440786600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,1:2,http://www.oddsportal.com/soccer/germany/bundesliga/b-monchengladbach-mainz-8W20KCsP/,2015,B. Monchengladbach,15:30,1,3.75,Mainz,4.63,Germany,23-08-2015,EU Odds,2,1.79,1440343800,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,A,0:4,http://www.oddsportal.com/soccer/germany/bundesliga/ingolstadt-dortmund-nopiASJH/,2015,Ingolstadt,13:30,0,4.44,Dortmund,1.51,Germany,23-08-2015,EU Odds,4,6.60,1440336600,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,H,3:2,http://www.oddsportal.com/soccer/germany/bundesliga/hamburger-vfb-stuttgart-AukSFWkt/,2015,Hamburger SV,16:30,3,3.48,VfB Stuttgart,2.51,Germany,22-08-2015,EU Odds,2,2.83,1440261000,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-augsburg-vFgWEj5n/,2015,Eintracht Frankfurt,13:30,1,3.46,Augsburg,3.30,Germany,22-08-2015,EU Odds,1,2.22,1440250200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/koln-wolfsburg-I5hzEAKh/,2015,Koln,13:30,1,3.53,Wolfsburg,2.16,Germany,22-08-2015,EU Odds,1,3.36,1440250200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
Bundesliga,D,1:1,http://www.oddsportal.com/soccer/germany/bundesliga/schalke-darmstadt-4bxKBKwP/,2015,Schalke,13:30,1,4.55,Darmstadt,7.34,Germany,22-08-2015,EU Odds,1,1.46,1440250200,http://www.oddsportal.com/soccer/germany/bundesliga/results/#/page/4/
